,run_id,agent_id,obs,reward,action,done
0,1,0,[1. 5. 2. 4. 3. 2. 5. 5. 3. 0. 4. 2. 0. 2. 2.],0.0,4,False
1,1,1,[1. 5. 2. 4. 3. 2. 5. 5. 3. 0. 2. 2. 0. 4. 2.],0.0,2,False
2,1,0,[1. 5. 2. 4. 3. 2. 5. 5. 3. 0. 5. 2. 1. 2. 2.],0.2857142857142857,5,False
3,1,1,[1. 5. 2. 4. 3. 2. 5. 5. 3. 1. 2. 2. 0. 5. 2.],0.0,4,False
4,1,0,[ 4.  3.  2.  5.  5.  3. -1. -1.  0.  0.  5.  2.  1.  3.  2.],0.0,2,False
5,1,1,[ 4.  3.  2.  5.  5.  3. -1. -1.  0.  1.  3.  2.  0.  5.  2.],0.0,2,False
6,1,0,[ 4.  3.  2.  5.  5.  3. -1. -1.  0.  1.  5.  2.  2.  3.  2.],0.0,2,False
7,1,1,[ 4.  3.  2.  5.  5.  3. -1. -1.  0.  2.  3.  2.  1.  5.  2.],0.0,2,False
8,1,0,[ 4.  3.  2.  5.  5.  3. -1. -1.  0.  2.  5.  2.  3.  3.  2.],0.0,2,False
9,1,1,[ 4.  3.  2.  5.  5.  3. -1. -1.  0.  3.  3.  2.  2.  5.  2.],0.2857142857142857,5,False
10,1,0,[ 5.  5.  3. -1. -1.  0. -1. -1.  0.  3.  5.  2.  3.  3.  2.],0.0,2,False
11,1,1,[ 5.  5.  3. -1. -1.  0. -1. -1.  0.  3.  3.  2.  3.  5.  2.],0.0,2,False
12,1,0,[ 5.  5.  3. -1. -1.  0. -1. -1.  0.  4.  5.  2.  4.  3.  2.],0.0,2,False
13,1,1,[ 5.  5.  3. -1. -1.  0. -1. -1.  0.  4.  3.  2.  4.  5.  2.],0.0,2,False
14,1,0,[ 5.  5.  3. -1. -1.  0. -1. -1.  0.  4.  5.  2.  5.  3.  2.],0.0,2,False
15,1,1,[ 5.  5.  3. -1. -1.  0. -1. -1.  0.  5.  3.  2.  4.  5.  2.],0.0,4,False
16,1,0,[ 5.  5.  3. -1. -1.  0. -1. -1.  0.  4.  5.  2.  5.  4.  2.],0.21428571428571427,5,True
17,1,1,[ 5.  5.  3. -1. -1.  0. -1. -1.  0.  5.  4.  2.  4.  5.  2.],0.21428571428571427,5,True
18,2,0,[3. 5. 1. 4. 2. 1. 5. 6. 1. 6. 5. 1. 4. 7. 1.],0.0,3,False
19,2,1,[3. 5. 1. 4. 2. 1. 5. 6. 1. 4. 7. 1. 6. 5. 1.],0.0,1,False
20,2,0,[3. 5. 1. 4. 2. 1. 5. 6. 1. 6. 4. 1. 3. 7. 1.],0.0,3,False
21,2,1,[3. 5. 1. 4. 2. 1. 5. 6. 1. 3. 7. 1. 6. 4. 1.],0.0,3,False
22,2,0,[3. 5. 1. 4. 2. 1. 5. 6. 1. 6. 3. 1. 3. 6. 1.],0.0,3,False
23,2,1,[3. 5. 1. 4. 2. 1. 5. 6. 1. 3. 6. 1. 6. 3. 1.],0.3333333333333333,5,False
24,2,0,[ 4.  2.  1.  5.  6.  1. -1. -1.  0.  6.  2.  1.  3.  6.  1.],0.0,1,False
25,2,1,[ 4.  2.  1.  5.  6.  1. -1. -1.  0.  3.  6.  1.  6.  2.  1.],0.0,5,False
26,2,0,[ 4.  2.  1.  5.  6.  1. -1. -1.  0.  5.  2.  1.  3.  6.  1.],0.3333333333333333,5,False
27,2,1,[ 4.  2.  1.  5.  6.  1. -1. -1.  0.  3.  6.  1.  5.  2.  1.],0.0,2,False
28,2,0,[ 5.  6.  1. -1. -1.  0. -1. -1.  0.  5.  2.  1.  4.  6.  1.],0.0,4,True
29,2,1,[ 5.  6.  1. -1. -1.  0. -1. -1.  0.  4.  6.  1.  5.  2.  1.],0.3333333333333333,5,True
30,3,0,[1. 2. 2. 3. 4. 1. 5. 1. 1. 1. 5. 2. 3. 7. 1.],0.0,3,False
31,3,1,[1. 2. 2. 3. 4. 1. 5. 1. 1. 3. 7. 1. 1. 5. 2.],0.0,3,False
32,3,0,[1. 2. 2. 3. 4. 1. 5. 1. 1. 1. 4. 2. 3. 6. 1.],0.0,3,False
33,3,1,[1. 2. 2. 3. 4. 1. 5. 1. 1. 3. 6. 1. 1. 4. 2.],0.0,3,False
34,3,0,[1. 2. 2. 3. 4. 1. 5. 1. 1. 1. 3. 2. 3. 5. 1.],0.5,5,False
35,3,1,[1. 2. 2. 3. 4. 1. 5. 1. 1. 3. 5. 1. 1. 3. 2.],0.0,3,False
36,3,0,[ 3.  4.  1.  5.  1.  1. -1. -1.  0.  1.  3.  2.  3.  5.  1.],0.0,2,False
37,3,1,[ 3.  4.  1.  5.  1.  1. -1. -1.  0.  3.  5.  1.  1.  3.  2.],0.25,5,False
38,3,0,[ 5.  1.  1. -1. -1.  0. -1. -1.  0.  2.  3.  2.  3.  5.  1.],0.0,3,False
39,3,1,[ 5.  1.  1. -1. -1.  0. -1. -1.  0.  3.  5.  1.  2.  3.  2.],0.0,5,False
40,3,0,[ 5.  1.  1. -1. -1.  0. -1. -1.  0.  2.  2.  2.  3.  5.  1.],0.0,2,False
41,3,1,[ 5.  1.  1. -1. -1.  0. -1. -1.  0.  3.  5.  1.  2.  2.  2.],0.0,5,False
42,3,0,[ 5.  1.  1. -1. -1.  0. -1. -1.  0.  3.  2.  2.  3.  5.  1.],0.0,2,False
43,3,1,[ 5.  1.  1. -1. -1.  0. -1. -1.  0.  3.  5.  1.  3.  2.  2.],0.0,5,False
44,3,0,[ 5.  1.  1. -1. -1.  0. -1. -1.  0.  4.  2.  2.  3.  5.  1.],0.0,3,False
45,3,1,[ 5.  1.  1. -1. -1.  0. -1. -1.  0.  3.  5.  1.  4.  2.  2.],0.0,5,False
46,3,0,[ 5.  1.  1. -1. -1.  0. -1. -1.  0.  4.  1.  2.  3.  5.  1.],0.25,5,True
47,3,1,[ 5.  1.  1. -1. -1.  0. -1. -1.  0.  3.  5.  1.  4.  1.  2.],0.0,5,True
48,4,0,[1. 3. 1. 4. 1. 1. 6. 5. 1. 4. 4. 1. 4. 6. 1.],0.0,3,False
49,4,1,[1. 3. 1. 4. 1. 1. 6. 5. 1. 4. 6. 1. 4. 4. 1.],0.0,3,False
50,4,0,[1. 3. 1. 4. 1. 1. 6. 5. 1. 4. 3. 1. 4. 5. 1.],0.0,1,False
51,4,1,[1. 3. 1. 4. 1. 1. 6. 5. 1. 4. 5. 1. 4. 3. 1.],0.0,1,False
52,4,0,[1. 3. 1. 4. 1. 1. 6. 5. 1. 3. 3. 1. 3. 5. 1.],0.0,1,False
53,4,1,[1. 3. 1. 4. 1. 1. 6. 5. 1. 3. 5. 1. 3. 3. 1.],0.0,5,False
54,4,0,[1. 3. 1. 4. 1. 1. 6. 5. 1. 2. 3. 1. 3. 5. 1.],0.3333333333333333,5,False
55,4,1,[1. 3. 1. 4. 1. 1. 6. 5. 1. 3. 5. 1. 2. 3. 1.],0.0,5,False
56,4,0,[ 4.  1.  1.  6.  5.  1. -1. -1.  0.  2.  3.  1.  3.  5.  1.],0.0,3,False
57,4,1,[ 4.  1.  1.  6.  5.  1. -1. -1.  0.  3.  5.  1.  2.  3.  1.],0.0,2,False
58,4,0,[ 4.  1.  1.  6.  5.  1. -1. -1.  0.  2.  2.  1.  4.  5.  1.],0.0,2,False
59,4,1,[ 4.  1.  1.  6.  5.  1. -1. -1.  0.  4.  5.  1.  2.  2.  1.],0.0,2,False
60,4,0,[ 4.  1.  1.  6.  5.  1. -1. -1.  0.  3.  2.  1.  5.  5.  1.],0.0,2,False
61,4,1,[ 4.  1.  1.  6.  5.  1. -1. -1.  0.  5.  5.  1.  3.  2.  1.],0.3333333333333333,5,False
62,4,0,[ 4.  1.  1. -1. -1.  0. -1. -1.  0.  4.  2.  1.  5.  5.  1.],0.3333333333333333,5,True
63,4,1,[ 4.  1.  1. -1. -1.  0. -1. -1.  0.  5.  5.  1.  4.  2.  1.],0.0,1,True
64,5,0,[1. 2. 3. 1. 6. 3. 4. 3. 3. 2. 7. 2. 7. 0. 2.],0.0,5,False
65,5,1,[1. 2. 3. 1. 6. 3. 4. 3. 3. 7. 0. 2. 2. 7. 2.],0.0,1,False
66,5,0,[1. 2. 3. 1. 6. 3. 4. 3. 3. 2. 7. 2. 6. 0. 2.],0.0,5,False
67,5,1,[1. 2. 3. 1. 6. 3. 4. 3. 3. 6. 0. 2. 2. 7. 2.],0.0,1,False
68,5,0,[1. 2. 3. 1. 6. 3. 4. 3. 3. 2. 7. 2. 5. 0. 2.],0.0,5,False
69,5,1,[1. 2. 3. 1. 6. 3. 4. 3. 3. 5. 0. 2. 2. 7. 2.],0.0,1,False
70,5,0,[1. 2. 3. 1. 6. 3. 4. 3. 3. 2. 7. 2. 4. 0. 2.],0.0,5,False
71,5,1,[1. 2. 3. 1. 6. 3. 4. 3. 3. 4. 0. 2. 2. 7. 2.],0.0,4,False
72,5,0,[1. 2. 3. 1. 6. 3. 4. 3. 3. 2. 7. 2. 4. 1. 2.],0.0,5,False
73,5,1,[1. 2. 3. 1. 6. 3. 4. 3. 3. 4. 1. 2. 2. 7. 2.],0.0,1,False
74,5,0,[1. 2. 3. 1. 6. 3. 4. 3. 3. 2. 7. 2. 3. 1. 2.],0.0,3,False
75,5,1,[1. 2. 3. 1. 6. 3. 4. 3. 3. 3. 1. 2. 2. 7. 2.],0.0,4,False
76,5,0,[1. 2. 3. 1. 6. 3. 4. 3. 3. 2. 6. 2. 3. 2. 2.],0.0,5,False
77,5,1,[1. 2. 3. 1. 6. 3. 4. 3. 3. 3. 2. 2. 2. 6. 2.],0.0,3,False
78,5,0,[1. 2. 3. 1. 6. 3. 4. 3. 3. 2. 6. 2. 3. 1. 2.],0.0,5,False
79,5,1,[1. 2. 3. 1. 6. 3. 4. 3. 3. 3. 1. 2. 2. 6. 2.],0.0,1,False
80,5,0,[1. 2. 3. 1. 6. 3. 4. 3. 3. 2. 6. 2. 2. 1. 2.],0.0,3,False
81,5,1,[1. 2. 3. 1. 6. 3. 4. 3. 3. 2. 1. 2. 2. 6. 2.],0.0,4,False
82,5,0,[1. 2. 3. 1. 6. 3. 4. 3. 3. 2. 5. 2. 2. 2. 2.],0.0,3,False
83,5,1,[1. 2. 3. 1. 6. 3. 4. 3. 3. 2. 2. 2. 2. 5. 2.],0.0,3,False
84,5,0,[1. 2. 3. 1. 6. 3. 4. 3. 3. 2. 4. 2. 2. 1. 2.],0.0,3,False
85,5,1,[1. 2. 3. 1. 6. 3. 4. 3. 3. 2. 1. 2. 2. 4. 2.],0.0,4,False
86,5,0,[1. 2. 3. 1. 6. 3. 4. 3. 3. 2. 3. 2. 2. 2. 2.],0.0,1,False
87,5,1,[1. 2. 3. 1. 6. 3. 4. 3. 3. 2. 2. 2. 2. 3. 2.],0.0,5,False
88,5,0,[1. 2. 3. 1. 6. 3. 4. 3. 3. 1. 3. 2. 2. 2. 2.],0.16666666666666666,5,False
89,5,1,[1. 2. 3. 1. 6. 3. 4. 3. 3. 2. 2. 2. 1. 3. 2.],0.16666666666666666,5,False
90,5,0,[ 1.  6.  3.  4.  3.  3. -1. -1.  0.  1.  3.  2.  2.  2.  2.],0.0,4,False
