,run_id,agent_id,obs,reward,action,done
0,1,0,[2. 2. 1. 3. 6. 1. 5. 3. 1. 2. 3. 1. 1. 6. 1.],0.3333333333333333,5,False
1,1,1,[2. 2. 1. 3. 6. 1. 5. 3. 1. 1. 6. 1. 2. 3. 1.],0.0,2,False
2,1,0,[ 3.  6.  1.  5.  3.  1. -1. -1.  0.  2.  3.  1.  2.  6.  1.],0.0,2,False
3,1,1,[ 3.  6.  1.  5.  3.  1. -1. -1.  0.  2.  6.  1.  2.  3.  1.],0.3333333333333333,5,False
4,1,0,[ 5.  3.  1. -1. -1.  0. -1. -1.  0.  3.  3.  1.  2.  6.  1.],0.0,2,False
5,1,1,[ 5.  3.  1. -1. -1.  0. -1. -1.  0.  2.  6.  1.  3.  3.  1.],0.0,2,False
6,1,0,[ 5.  3.  1. -1. -1.  0. -1. -1.  0.  4.  3.  1.  3.  6.  1.],0.3333333333333333,5,True
7,1,1,[ 5.  3.  1. -1. -1.  0. -1. -1.  0.  3.  6.  1.  4.  3.  1.],0.0,3,True
8,2,0,[1. 6. 2. 5. 1. 1. 6. 3. 2. 7. 6. 2. 7. 5. 1.],0.0,1,False
9,2,1,[1. 6. 2. 5. 1. 1. 6. 3. 2. 7. 5. 1. 7. 6. 2.],0.0,3,False
10,2,0,[1. 6. 2. 5. 1. 1. 6. 3. 2. 6. 6. 2. 7. 4. 1.],0.0,1,False
11,2,1,[1. 6. 2. 5. 1. 1. 6. 3. 2. 7. 4. 1. 6. 6. 2.],0.0,3,False
12,2,0,[1. 6. 2. 5. 1. 1. 6. 3. 2. 5. 6. 2. 7. 3. 1.],0.0,1,False
13,2,1,[1. 6. 2. 5. 1. 1. 6. 3. 2. 7. 3. 1. 5. 6. 2.],0.0,5,False
14,2,0,[1. 6. 2. 5. 1. 1. 6. 3. 2. 4. 6. 2. 7. 3. 1.],0.0,1,False
15,2,1,[1. 6. 2. 5. 1. 1. 6. 3. 2. 7. 3. 1. 4. 6. 2.],0.0,3,False
16,2,0,[1. 6. 2. 5. 1. 1. 6. 3. 2. 3. 6. 2. 7. 2. 1.],0.0,1,False
17,2,1,[1. 6. 2. 5. 1. 1. 6. 3. 2. 7. 2. 1. 3. 6. 2.],0.0,3,False
18,2,0,[1. 6. 2. 5. 1. 1. 6. 3. 2. 2. 6. 2. 7. 1. 1.],0.4,5,False
19,2,1,[1. 6. 2. 5. 1. 1. 6. 3. 2. 7. 1. 1. 2. 6. 2.],0.0,3,False
20,2,0,[ 5.  1.  1.  6.  3.  2. -1. -1.  0.  2.  6.  2.  7.  0.  1.],0.0,2,False
21,2,1,[ 5.  1.  1.  6.  3.  2. -1. -1.  0.  7.  0.  1.  2.  6.  2.],0.0,1,False
22,2,0,[ 5.  1.  1.  6.  3.  2. -1. -1.  0.  3.  6.  2.  6.  0.  1.],0.0,2,False
23,2,1,[ 5.  1.  1.  6.  3.  2. -1. -1.  0.  6.  0.  1.  3.  6.  2.],0.0,4,False
24,2,0,[ 5.  1.  1.  6.  3.  2. -1. -1.  0.  4.  6.  2.  6.  1.  1.],0.0,3,False
25,2,1,[ 5.  1.  1.  6.  3.  2. -1. -1.  0.  6.  1.  1.  4.  6.  2.],0.2,5,False
26,2,0,[ 6.  3.  2. -1. -1.  0. -1. -1.  0.  4.  5.  2.  6.  1.  1.],0.0,3,False
27,2,1,[ 6.  3.  2. -1. -1.  0. -1. -1.  0.  6.  1.  1.  4.  5.  2.],0.0,4,False
28,2,0,[ 6.  3.  2. -1. -1.  0. -1. -1.  0.  4.  4.  2.  6.  2.  1.],0.0,2,False
29,2,1,[ 6.  3.  2. -1. -1.  0. -1. -1.  0.  6.  2.  1.  4.  4.  2.],0.0,5,False
30,2,0,[ 6.  3.  2. -1. -1.  0. -1. -1.  0.  5.  4.  2.  6.  2.  1.],0.0,3,False
31,2,1,[ 6.  3.  2. -1. -1.  0. -1. -1.  0.  6.  2.  1.  5.  4.  2.],0.0,5,False
32,2,0,[ 6.  3.  2. -1. -1.  0. -1. -1.  0.  5.  3.  2.  6.  2.  1.],0.26666666666666666,5,True
33,2,1,[ 6.  3.  2. -1. -1.  0. -1. -1.  0.  6.  2.  1.  5.  3.  2.],0.13333333333333333,5,True
34,3,0,[2. 1. 1. 3. 4. 1. 6. 6. 1. 6. 3. 1. 3. 1. 1.],0.0,5,False
35,3,1,[2. 1. 1. 3. 4. 1. 6. 6. 1. 3. 1. 1. 6. 3. 1.],0.3333333333333333,5,False
36,3,0,[ 3.  4.  1.  6.  6.  1. -1. -1.  0.  6.  3.  1.  3.  1.  1.],0.0,4,False
37,3,1,[ 3.  4.  1.  6.  6.  1. -1. -1.  0.  3.  1.  1.  6.  3.  1.],0.0,4,False
38,3,0,[ 3.  4.  1.  6.  6.  1. -1. -1.  0.  6.  4.  1.  3.  2.  1.],0.0,4,False
39,3,1,[ 3.  4.  1.  6.  6.  1. -1. -1.  0.  3.  2.  1.  6.  4.  1.],0.0,4,False
40,3,0,[ 3.  4.  1.  6.  6.  1. -1. -1.  0.  6.  5.  1.  3.  3.  1.],0.3333333333333333,5,True
41,3,1,[ 3.  4.  1.  6.  6.  1. -1. -1.  0.  3.  3.  1.  6.  5.  1.],0.3333333333333333,5,True
42,4,0,[1. 4. 1. 2. 2. 1. 4. 1. 3. 5. 5. 2. 5. 2. 2.],0.0,1,False
43,4,1,[1. 4. 1. 2. 2. 1. 4. 1. 3. 5. 2. 2. 5. 5. 2.],0.0,5,False
44,4,0,[1. 4. 1. 2. 2. 1. 4. 1. 3. 4. 5. 2. 5. 2. 2.],0.0,1,False
45,4,1,[1. 4. 1. 2. 2. 1. 4. 1. 3. 5. 2. 2. 4. 5. 2.],0.0,5,False
46,4,0,[1. 4. 1. 2. 2. 1. 4. 1. 3. 3. 5. 2. 5. 2. 2.],0.0,1,False
47,4,1,[1. 4. 1. 2. 2. 1. 4. 1. 3. 5. 2. 2. 3. 5. 2.],0.0,5,False
48,4,0,[1. 4. 1. 2. 2. 1. 4. 1. 3. 2. 5. 2. 5. 2. 2.],0.0,3,False
49,4,1,[1. 4. 1. 2. 2. 1. 4. 1. 3. 5. 2. 2. 2. 5. 2.],0.0,5,False
50,4,0,[1. 4. 1. 2. 2. 1. 4. 1. 3. 2. 4. 2. 5. 2. 2.],0.2,5,False
51,4,1,[1. 4. 1. 2. 2. 1. 4. 1. 3. 5. 2. 2. 2. 4. 2.],0.0,5,False
52,4,0,[ 2.  2.  1.  4.  1.  3. -1. -1.  0.  2.  4.  2.  5.  2.  2.],0.0,3,False
53,4,1,[ 2.  2.  1.  4.  1.  3. -1. -1.  0.  5.  2.  2.  2.  4.  2.],0.0,1,False
54,4,0,[ 2.  2.  1.  4.  1.  3. -1. -1.  0.  2.  3.  2.  4.  2.  2.],0.2,5,False
55,4,1,[ 2.  2.  1.  4.  1.  3. -1. -1.  0.  4.  2.  2.  2.  3.  2.],0.0,5,False
56,4,0,[ 4.  1.  3. -1. -1.  0. -1. -1.  0.  2.  3.  2.  4.  2.  2.],0.0,3,False
57,4,1,[ 4.  1.  3. -1. -1.  0. -1. -1.  0.  4.  2.  2.  2.  3.  2.],0.0,5,False
58,4,0,[ 4.  1.  3. -1. -1.  0. -1. -1.  0.  2.  2.  2.  4.  2.  2.],0.0,3,False
59,4,1,[ 4.  1.  3. -1. -1.  0. -1. -1.  0.  4.  2.  2.  2.  2.  2.],0.0,5,False
60,4,0,[ 4.  1.  3. -1. -1.  0. -1. -1.  0.  2.  1.  2.  4.  2.  2.],0.0,2,False
61,4,1,[ 4.  1.  3. -1. -1.  0. -1. -1.  0.  4.  2.  2.  2.  1.  2.],0.0,5,False
62,4,0,[ 4.  1.  3. -1. -1.  0. -1. -1.  0.  3.  1.  2.  4.  2.  2.],0.3,5,True
63,4,1,[ 4.  1.  3. -1. -1.  0. -1. -1.  0.  4.  2.  2.  3.  1.  2.],0.3,5,True
64,5,0,[1. 2. 1. 4. 4. 1. 6. 5. 1. 0. 2. 1. 3. 0. 1.],0.3333333333333333,5,False
65,5,1,[1. 2. 1. 4. 4. 1. 6. 5. 1. 3. 0. 1. 0. 2. 1.],0.0,1,False
66,5,0,[ 4.  4.  1.  6.  5.  1. -1. -1.  0.  0.  2.  1.  2.  0.  1.],0.0,4,False
67,5,1,[ 4.  4.  1.  6.  5.  1. -1. -1.  0.  2.  0.  1.  0.  2.  1.],0.0,2,False
68,5,0,[ 4.  4.  1.  6.  5.  1. -1. -1.  0.  0.  3.  1.  3.  0.  1.],0.0,2,False
69,5,1,[ 4.  4.  1.  6.  5.  1. -1. -1.  0.  3.  0.  1.  0.  3.  1.],0.0,4,False
70,5,0,[ 4.  4.  1.  6.  5.  1. -1. -1.  0.  1.  3.  1.  3.  1.  1.],0.0,2,False
71,5,1,[ 4.  4.  1.  6.  5.  1. -1. -1.  0.  3.  1.  1.  1.  3.  1.],0.0,2,False
72,5,0,[ 4.  4.  1.  6.  5.  1. -1. -1.  0.  2.  3.  1.  4.  1.  1.],0.0,4,False
73,5,1,[ 4.  4.  1.  6.  5.  1. -1. -1.  0.  4.  1.  1.  2.  3.  1.],0.0,4,False
74,5,0,[ 4.  4.  1.  6.  5.  1. -1. -1.  0.  2.  4.  1.  4.  2.  1.],0.0,2,False
75,5,1,[ 4.  4.  1.  6.  5.  1. -1. -1.  0.  4.  2.  1.  2.  4.  1.],0.0,4,False
76,5,0,[ 4.  4.  1.  6.  5.  1. -1. -1.  0.  3.  4.  1.  4.  3.  1.],0.16666666666666666,5,False
77,5,1,[ 4.  4.  1.  6.  5.  1. -1. -1.  0.  4.  3.  1.  3.  4.  1.],0.16666666666666666,5,False
78,5,0,[ 6.  5.  1. -1. -1.  0. -1. -1.  0.  3.  4.  1.  4.  3.  1.],0.0,4,False
79,5,1,[ 6.  5.  1. -1. -1.  0. -1. -1.  0.  4.  3.  1.  3.  4.  1.],0.0,2,False
80,5,0,[ 6.  5.  1. -1. -1.  0. -1. -1.  0.  3.  5.  1.  5.  3.  1.],0.0,2,False
81,5,1,[ 6.  5.  1. -1. -1.  0. -1. -1.  0.  5.  3.  1.  3.  5.  1.],0.0,2,False
82,5,0,[ 6.  5.  1. -1. -1.  0. -1. -1.  0.  4.  5.  1.  6.  3.  1.],0.0,2,False
83,5,1,[ 6.  5.  1. -1. -1.  0. -1. -1.  0.  6.  3.  1.  4.  5.  1.],0.0,4,False
84,5,0,[ 6.  5.  1. -1. -1.  0. -1. -1.  0.  5.  5.  1.  6.  4.  1.],0.16666666666666666,5,True
85,5,1,[ 6.  5.  1. -1. -1.  0. -1. -1.  0.  6.  4.  1.  5.  5.  1.],0.16666666666666666,5,True
86,6,0,[1. 3. 1. 3. 5. 1. 6. 3. 1. 0. 7. 2. 4. 6. 1.],0.0,3,False
87,6,1,[1. 3. 1. 3. 5. 1. 6. 3. 1. 4. 6. 1. 0. 7. 2.],0.0,3,False
88,6,0,[1. 3. 1. 3. 5. 1. 6. 3. 1. 0. 6. 2. 4. 5. 1.],0.0,3,False
89,6,1,[1. 3. 1. 3. 5. 1. 6. 3. 1. 4. 5. 1. 0. 6. 2.],0.0,3,False
90,6,0,[1. 3. 1. 3. 5. 1. 6. 3. 1. 0. 5. 2. 4. 4. 1.],0.0,2,False
91,6,1,[1. 3. 1. 3. 5. 1. 6. 3. 1. 4. 4. 1. 0. 5. 2.],0.0,5,False
92,6,0,[1. 3. 1. 3. 5. 1. 6. 3. 1. 1. 5. 2. 4. 4. 1.],0.0,5,False
