,run_id,agent_id,obs,reward,action,done
0,1,0,[1. 2. 1. 6. 3. 1. 6. 6. 1. 5. 0. 1. 4. 5. 1.],0.0,4,False
1,1,1,[1. 2. 1. 6. 3. 1. 6. 6. 1. 4. 5. 1. 5. 0. 1.],0.0,1,False
2,1,0,[1. 2. 1. 6. 3. 1. 6. 6. 1. 5. 1. 1. 3. 5. 1.],0.0,4,False
3,1,1,[1. 2. 1. 6. 3. 1. 6. 6. 1. 3. 5. 1. 5. 1. 1.],0.0,1,False
4,1,0,[1. 2. 1. 6. 3. 1. 6. 6. 1. 5. 2. 1. 2. 5. 1.],0.0,1,False
5,1,1,[1. 2. 1. 6. 3. 1. 6. 6. 1. 2. 5. 1. 5. 2. 1.],0.0,1,False
6,1,0,[1. 2. 1. 6. 3. 1. 6. 6. 1. 4. 2. 1. 1. 5. 1.],0.0,1,False
7,1,1,[1. 2. 1. 6. 3. 1. 6. 6. 1. 1. 5. 1. 4. 2. 1.],0.0,3,False
8,1,0,[1. 2. 1. 6. 3. 1. 6. 6. 1. 3. 2. 1. 1. 4. 1.],0.0,1,False
9,1,1,[1. 2. 1. 6. 3. 1. 6. 6. 1. 1. 4. 1. 3. 2. 1.],0.0,2,False
10,1,0,[1. 2. 1. 6. 3. 1. 6. 6. 1. 2. 2. 1. 2. 4. 1.],0.3333333333333333,5,False
11,1,1,[1. 2. 1. 6. 3. 1. 6. 6. 1. 2. 4. 1. 2. 2. 1.],0.0,4,False
12,1,0,[ 6.  3.  1.  6.  6.  1. -1. -1.  0.  2.  2.  1.  2.  5.  1.],0.0,2,False
13,1,1,[ 6.  3.  1.  6.  6.  1. -1. -1.  0.  2.  5.  1.  2.  2.  1.],0.0,2,False
14,1,0,[ 6.  3.  1.  6.  6.  1. -1. -1.  0.  3.  2.  1.  3.  5.  1.],0.0,2,False
15,1,1,[ 6.  3.  1.  6.  6.  1. -1. -1.  0.  3.  5.  1.  3.  2.  1.],0.0,2,False
16,1,0,[ 6.  3.  1.  6.  6.  1. -1. -1.  0.  4.  2.  1.  4.  5.  1.],0.0,2,False
17,1,1,[ 6.  3.  1.  6.  6.  1. -1. -1.  0.  4.  5.  1.  4.  2.  1.],0.0,2,False
18,1,0,[ 6.  3.  1.  6.  6.  1. -1. -1.  0.  5.  2.  1.  5.  5.  1.],0.0,2,False
19,1,1,[ 6.  3.  1.  6.  6.  1. -1. -1.  0.  5.  5.  1.  5.  2.  1.],0.0,5,False
20,1,0,[ 6.  3.  1.  6.  6.  1. -1. -1.  0.  6.  2.  1.  5.  5.  1.],0.3333333333333333,5,False
21,1,1,[ 6.  3.  1.  6.  6.  1. -1. -1.  0.  5.  5.  1.  6.  2.  1.],0.0,2,False
22,1,0,[ 6.  6.  1. -1. -1.  0. -1. -1.  0.  6.  2.  1.  6.  5.  1.],0.0,4,True
23,1,1,[ 6.  6.  1. -1. -1.  0. -1. -1.  0.  6.  5.  1.  6.  2.  1.],0.3333333333333333,5,True
24,2,0,[1. 1. 1. 4. 6. 1. 6. 4. 1. 0. 3. 1. 4. 0. 2.],0.0,2,False
25,2,1,[1. 1. 1. 4. 6. 1. 6. 4. 1. 4. 0. 2. 0. 3. 1.],0.0,1,False
26,2,0,[1. 1. 1. 4. 6. 1. 6. 4. 1. 1. 3. 1. 3. 0. 2.],0.0,4,False
27,2,1,[1. 1. 1. 4. 6. 1. 6. 4. 1. 3. 0. 2. 1. 3. 1.],0.0,4,False
28,2,0,[1. 1. 1. 4. 6. 1. 6. 4. 1. 1. 4. 1. 3. 1. 2.],0.0,4,False
29,2,1,[1. 1. 1. 4. 6. 1. 6. 4. 1. 3. 1. 2. 1. 4. 1.],0.0,1,False
30,2,0,[1. 1. 1. 4. 6. 1. 6. 4. 1. 1. 5. 1. 2. 1. 2.],0.0,4,False
31,2,1,[1. 1. 1. 4. 6. 1. 6. 4. 1. 2. 1. 2. 1. 5. 1.],0.3333333333333333,5,False
32,2,0,[ 4.  6.  1.  6.  4.  1. -1. -1.  0.  1.  6.  1.  2.  1.  2.],0.0,2,False
33,2,1,[ 4.  6.  1.  6.  4.  1. -1. -1.  0.  2.  1.  2.  1.  6.  1.],0.0,2,False
34,2,0,[ 4.  6.  1.  6.  4.  1. -1. -1.  0.  2.  6.  1.  3.  1.  2.],0.0,2,False
35,2,1,[ 4.  6.  1.  6.  4.  1. -1. -1.  0.  3.  1.  2.  2.  6.  1.],0.0,2,False
36,2,0,[ 4.  6.  1.  6.  4.  1. -1. -1.  0.  3.  6.  1.  4.  1.  2.],0.3333333333333333,5,False
37,2,1,[ 4.  6.  1.  6.  4.  1. -1. -1.  0.  4.  1.  2.  3.  6.  1.],0.0,2,False
38,2,0,[ 6.  4.  1. -1. -1.  0. -1. -1.  0.  3.  6.  1.  5.  1.  2.],0.0,2,False
39,2,1,[ 6.  4.  1. -1. -1.  0. -1. -1.  0.  5.  1.  2.  3.  6.  1.],0.0,4,False
40,2,0,[ 6.  4.  1. -1. -1.  0. -1. -1.  0.  4.  6.  1.  5.  2.  2.],0.0,2,False
41,2,1,[ 6.  4.  1. -1. -1.  0. -1. -1.  0.  5.  2.  2.  4.  6.  1.],0.0,2,False
42,2,0,[ 6.  4.  1. -1. -1.  0. -1. -1.  0.  5.  6.  1.  6.  2.  2.],0.0,3,False
